search_genome,metagenome,containment
FV_DSM_15829_genome,SRR17635717,0.7580645161290323
FV_DSM_15829_genome,SRR6747967,0.7580645161290323
FV_DSM_15829_genome,SRR17284214,0.7526881720430108
FV_DSM_15829_genome,SRR17635525,0.7526881720430108
FV_DSM_15829_genome,SRR16916891,0.7473118279569892
FV_DSM_15829_genome,SRR17635630,0.7473118279569892
FV_DSM_15829_genome,SRR13004783,0.7473118279569892
FV_DSM_15829_genome,SRR12018851,0.7473118279569892
FV_DSM_15829_genome,SRR5535767,0.7473118279569892
FV_DSM_15829_genome,SRR17635480,0.7473118279569892
FV_DSM_15829_genome,SRR17284336,0.7473118279569892
FV_PB189-T1-4_genome,SRR17635659,0.7437722419928826
FV_DSM_15829_genome,SRR12830926,0.7419354838709677
FV_DSM_15829_genome,SRR17635774,0.7419354838709677
FV_DSM_15829_genome,SRR5273951,0.7419354838709677
FV_DSM_15829_genome,SRR17284333,0.7419354838709677
FV_PB189-T1-4_genome,SRR17635660,0.7402135231316725
FV_PB189-T1-4_genome,SRR17635658,0.7402135231316725
FV_PB189-T1-4_genome,SRR17635474,0.7366548042704626
FV_DSM_15829_genome,SRR16916868,0.7365591397849462
FV_DSM_15829_genome,SRR16916879,0.7365591397849462
FV_DSM_15829_genome,SRR059458,0.7311827956989247
FV_DSM_15829_genome,SRR12830922,0.7311827956989247
FV_DSM_15829_genome,SRR17635783,0.7311827956989247
FV_DSM_15829_genome,SRR14764602,0.7311827956989247
FV_DSM_15829_genome,SRR18765387,0.7311827956989247
FV_DSM_15829_genome,SRR13077826,0.7311827956989247
FV_DSM_15829_genome,SRR17635696,0.7311827956989247
FV_DSM_15829_genome,SRR18765405,0.7311827956989247
FV_DSM_15829_genome,ERR2014374,0.7311827956989247
FV_DSM_15829_genome,SRR16916872,0.7311827956989247
FV_DSM_15829_genome,SRR13167697,0.7311827956989247
FV_DSM_15829_genome,SRR13167565,0.7311827956989247
FV_DSM_15829_genome,SRR059459,0.7258064516129032
FV_DSM_15829_genome,SRR17635478,0.7258064516129032
FV_DSM_15829_genome,SRR17635514,0.7258064516129032
FV_DSM_15829_genome,SRR17284246,0.7258064516129032
FV_DSM_15829_genome,SRR14764604,0.7258064516129032
FV_PB189-T1-4_genome,SRR17635654,0.7224199288256228
FV_DSM_15829_genome,SRR17635660,0.7204301075268817
FV_DSM_15829_genome,SRR513147,0.7204301075268817
FV_DSM_15829_genome,SRR060038,0.7204301075268817
FV_DSM_15829_genome,SRR17635682,0.7204301075268817
FV_DSM_15829_genome,SRR11749280,0.7204301075268817
FV_DSM_15829_genome,SRR14370091,0.7204301075268817
FV_DSM_15829_genome,SRR11749281,0.7204301075268817
FV_PB189-T1-4_genome,SRR16916865,0.7188612099644128
FV_PB189-T1-4_genome,SRR10258553,0.7153024911032029
FV_PB189-T1-4_genome,SRR16916875,0.7153024911032029
FV_DSM_15829_genome,SRR545382,0.7150537634408602
FV_DSM_15829_genome,SRR12018942,0.7150537634408602
FV_DSM_15829_genome,SRR14764598,0.7150537634408602
FV_DSM_15829_genome,SRR12018895,0.7150537634408602
FV_DSM_15829_genome,SRR16916889,0.7150537634408602
FV_DSM_15829_genome,SRR17635466,0.7150537634408602
FV_DSM_15829_genome,SRR10258552,0.7150537634408602
FV_DSM_15829_genome,SRR12830912,0.7150537634408602
FV_DSM_15829_genome,SRR14881809,0.7150537634408602
FV_DSM_15829_genome,SRR059349,0.7096774193548387
FV_DSM_15829_genome,SRR14881755,0.7096774193548387
FV_DSM_15829_genome,SRR532259,0.7096774193548387
FV_DSM_15829_genome,SRR18765403,0.7096774193548387
FV_DSM_15829_genome,SRR17635526,0.7096774193548387
FV_DSM_15829_genome,SRR10258546,0.7096774193548387
FV_DSM_15829_genome,SRR532257,0.7096774193548387
FV_DSM_15829_genome,SRR532928,0.7096774193548387
FV_DSM_15829_genome,SRR539760,0.7096774193548387
FV_DSM_15829_genome,SRR059348,0.7096774193548387
FV_DSM_15829_genome,ERR2014392,0.7096774193548387
FV_DSM_15829_genome,SRR532600,0.7096774193548387
FV_DSM_15829_genome,ERR9530650,0.7096774193548387
FV_DSM_15829_genome,SRR17635679,0.7096774193548387
FV_PB189-T1-4_genome,SRR17635466,0.708185053380783
FV_PB189-T1-4_genome,SRR17635716,0.7046263345195729
FV_DSM_15829_genome,SRR532260,0.7043010752688172
FV_DSM_15829_genome,ERR2014393,0.7043010752688172
FV_DSM_15829_genome,SRR532598,0.7043010752688172
FV_DSM_15829_genome,SRR532587,0.7043010752688172
FV_DSM_15829_genome,SRR11749279,0.7043010752688172
FV_DSM_15829_genome,ERR9538780,0.7043010752688172
FV_DSM_15829_genome,SRR14764601,0.7043010752688172
FV_DSM_15829_genome,SRR13167562,0.7043010752688172
FV_DSM_15829_genome,SRR540975,0.7043010752688172
FV_DSM_15829_genome,SRR532118,0.7043010752688172
FV_PB189-T1-4_genome,SRR17635503,0.701067615658363
FV_PB189-T1-4_genome,SRR17635504,0.701067615658363
FV_DSM_15829_genome,SRR528057,0.6989247311827957
FV_DSM_15829_genome,SRR17284417,0.6989247311827957
FV_DSM_15829_genome,SRR532268,0.6989247311827957
FV_DSM_15829_genome,SRR539420,0.6989247311827957
FV_DSM_15829_genome,SRR17284153,0.6989247311827957
FV_DSM_15829_genome,SRR17284158,0.6989247311827957
FV_DSM_15829_genome,SRR17284346,0.6989247311827957
FV_DSM_15829_genome,SRR17546331,0.6989247311827957
FV_DSM_15829_genome,SRR532133,0.6989247311827957
FV_DSM_15829_genome,SRR545407,0.6989247311827957
FV_DSM_15829_genome,SRR532578,0.6989247311827957
FV_DSM_15829_genome,SRR628257,0.6989247311827957
FV_DSM_15829_genome,SRR532258,0.6989247311827957
FV_PB189-T1-4_genome,SRR11749281,0.697508896797153
FV_PB189-T1-4_genome,SRR16916860,0.693950177935943
FV_PB189-T1-4_genome,SRR12018892,0.693950177935943
FV_DSM_15829_genome,SRR12328939,0.6935483870967742
FV_DSM_15829_genome,SRR532134,0.6935483870967742
FV_DSM_15829_genome,SRR11236231,0.6935483870967742
FV_DSM_15829_genome,SRR10258547,0.6935483870967742
FV_DSM_15829_genome,SRR549703,0.6935483870967742
FV_DSM_15829_genome,SRR545403,0.6935483870967742
FV_DSM_15829_genome,SRR538191,0.6935483870967742
FV_DSM_15829_genome,SRR540985,0.6935483870967742
FV_DSM_15829_genome,SRR14764600,0.6935483870967742
FV_DSM_15829_genome,SRR540983,0.6935483870967742
FV_DSM_15829_genome,SRR19071606,0.6935483870967742
FV_DSM_15829_genome,SRR539778,0.6935483870967742
FV_DSM_15829_genome,SRR062097,0.6935483870967742
FV_DSM_15829_genome,SRR545389,0.6935483870967742
FV_DSM_15829_genome,SRR537812,0.6935483870967742
FV_DSM_15829_genome,SRR532924,0.6935483870967742
FV_PB189-T1-4_genome,SRR17635596,0.6903914590747331
FV_DSM_15829_genome,SRR12830917,0.6881720430107527
FV_DSM_15829_genome,SRR532124,0.6881720430107527
FV_DSM_15829_genome,SRR17635467,0.6881720430107527
FV_DSM_15829_genome,SRR528486,0.6881720430107527
FV_DSM_15829_genome,SRR528448,0.6881720430107527
FV_DSM_15829_genome,SRR532581,0.6881720430107527
FV_DSM_15829_genome,ERR7477295,0.6881720430107527
FV_DSM_15829_genome,SRR14370107,0.6881720430107527
FV_DSM_15829_genome,SRR13167604,0.6881720430107527
FV_DSM_15829_genome,SRR12018955,0.6881720430107527
FV_DSM_15829_genome,SRR5273964,0.6881720430107527
FV_DSM_15829_genome,SRR532263,0.6881720430107527
FV_DSM_15829_genome,SRR527900,0.6881720430107527
FV_DSM_15829_genome,SRR17635775,0.6881720430107527
FV_DSM_15829_genome,SRR5273969,0.6881720430107527
FV_DSM_15829_genome,SRR545393,0.6881720430107527
FV_DSM_15829_genome,SRR532941,0.6881720430107527
FV_DSM_15829_genome,SRR532270,0.6881720430107527
FV_PB189-T1-4_genome,SRR17635799,0.6868327402135231
FV_DSM_15829_genome,SRR549687,0.6827956989247311
FV_DSM_15829_genome,SRR13167675,0.6827956989247311
FV_DSM_15829_genome,SRR528184,0.6827956989247311
FV_DSM_15829_genome,SRR062046,0.6827956989247311
FV_DSM_15829_genome,SRR13167677,0.6827956989247311
FV_DSM_15829_genome,SRR13167655,0.6827956989247311
FV_DSM_15829_genome,SRR13167657,0.6827956989247311
FV_DSM_15829_genome,SRR528111,0.6827956989247311
FV_DSM_15829_genome,ERR2014363,0.6827956989247311
FV_DSM_15829_genome,SRR11749269,0.6827956989247311
FV_DSM_15829_genome,SRR528260,0.6827956989247311
FV_DSM_15829_genome,SRR528394,0.6827956989247311
FV_DSM_15829_genome,SRR17635680,0.6827956989247311
FV_DSM_15829_genome,SRR14198836,0.6827956989247311
FV_DSM_15829_genome,SRR13167654,0.6827956989247311
FV_PB189-T1-4_genome,SRR17635467,0.6797153024911032
FV_PB189-T1-4_genome,SRR17635515,0.6797153024911032
FV_DSM_15829_genome,SRR528352,0.6774193548387096
FV_DSM_15829_genome,SRR528229,0.6774193548387096
FV_DSM_15829_genome,SRR16916890,0.6774193548387096
FV_DSM_15829_genome,SRR540980,0.6774193548387096
FV_DSM_15829_genome,SRR17284236,0.6774193548387096
FV_DSM_15829_genome,SRR13167579,0.6774193548387096
FV_DSM_15829_genome,SRR18765388,0.6774193548387096
FV_DSM_15829_genome,SRR539783,0.6774193548387096
FV_DSM_15829_genome,SRR17635656,0.6774193548387096
FV_DSM_15829_genome,SRR17284123,0.6774193548387096
FV_DSM_15829_genome,SRR17284162,0.6774193548387096
FV_DSM_15829_genome,SRR549677,0.6774193548387096
FV_DSM_15829_genome,SRR14764606,0.6774193548387096
FV_DSM_15829_genome,SRR17635624,0.6774193548387096
FV_DSM_15829_genome,SRR17284245,0.6774193548387096
FV_DSM_15829_genome,SRR17546332,0.6774193548387096
FV_DSM_15829_genome,SRR17635469,0.6774193548387096
FV_PB189-T1-4_genome,SRR17635514,0.6761565836298933
FV_PB189-T1-4_genome,SRR17635469,0.6725978647686833
FV_PB189-T1-4_genome,SRR12018883,0.6725978647686833
FV_PB189-T1-4_genome,SRR17635798,0.6725978647686833
FV_DSM_15829_genome,SRR13167501,0.6720430107526881
FV_DSM_15829_genome,SRR16916855,0.6720430107526881
FV_DSM_15829_genome,SRR527929,0.6720430107526881
FV_DSM_15829_genome,SRR537839,0.6720430107526881
FV_DSM_15829_genome,SRR8942349,0.6720430107526881
FV_DSM_15829_genome,SRR528519,0.6720430107526881
FV_DSM_15829_genome,SRR18440728,0.6720430107526881
FV_DSM_15829_genome,SRR13077828,0.6720430107526881
FV_DSM_15829_genome,SRR14198834,0.6720430107526881
FV_DSM_15829_genome,SRR14764590,0.6720430107526881
FV_DSM_15829_genome,SRR13900346,0.6720430107526881
FV_DSM_15829_genome,ERR4421552,0.6720430107526881
FV_PB189-T1-4_genome,SRR17635649,0.6690391459074733
FV_PB189-T1-4_genome,SRR16916876,0.6690391459074733
FV_PB189-T1-4_genome,SRR17635597,0.6690391459074733
FV_PB189-T1-4_genome,SRR11749282,0.6690391459074733
FV_DSM_15829_genome,SRR17635767,0.6666666666666666
FV_DSM_15829_genome,SRR13167721,0.6666666666666666
FV_DSM_15829_genome,ERR3950381,0.6666666666666666
FV_DSM_15829_genome,SRR14370092,0.6666666666666666
FV_DSM_15829_genome,SRR16916860,0.6666666666666666
FV_DSM_15829_genome,SRR18765399,0.6666666666666666
FV_DSM_15829_genome,SRR16916881,0.6666666666666666
FV_DSM_15829_genome,SRR527997,0.6666666666666666
FV_DSM_15829_genome,SRR17635519,0.6666666666666666
FV_PB189-T1-4_genome,SRR17635629,0.6619217081850534
FV_PB189-T1-4_genome,SRR17284262,0.6619217081850534
FV_DSM_15829_genome,SRR13167643,0.6612903225806451
FV_DSM_15829_genome,SRR14764608,0.6612903225806451
FV_DSM_15829_genome,SRR18765393,0.6612903225806451
FV_DSM_15829_genome,SRR17635743,0.6612903225806451
FV_DSM_15829_genome,SRR12830929,0.6612903225806451
FV_DSM_15829_genome,SRR11749285,0.6612903225806451
FV_DSM_15829_genome,SRR14764609,0.6612903225806451
FV_DSM_15829_genome,SRR6747972,0.6612903225806451
FV_DSM_15829_genome,SRR12830925,0.6612903225806451
FV_DSM_15829_genome,SRR13167568,0.6612903225806451
FV_DSM_15829_genome,SRR14764596,0.6612903225806451
FV_PB189-T1-4_genome,SRR513452,0.6583629893238434
FV_DSM_15829_genome,SRR16916888,0.6559139784946236
FV_DSM_15829_genome,SRR13167696,0.6559139784946236
FV_DSM_15829_genome,SRR11236267,0.6559139784946236
FV_DSM_15829_genome,ERR2244563,0.6559139784946236
FV_DSM_15829_genome,ERR2014364,0.6559139784946236
FV_DSM_15829_genome,SRR13167499,0.6559139784946236
FV_DSM_15829_genome,SRR5273952,0.6559139784946236
FV_DSM_15829_genome,ERR2244564,0.6559139784946236
FV_DSM_15829_genome,SRR17635712,0.6559139784946236
FV_DSM_15829_genome,SRR062096,0.6559139784946236
FV_DSM_15829_genome,ERR2014372,0.6559139784946236
FV_PB189-T1-4_genome,SRR12018895,0.6548042704626335
FV_PB189-T1-4_genome,SRR13167655,0.6512455516014235
FV_PB189-T1-4_genome,SRR10258546,0.6512455516014235
FV_DSM_15829_genome,ERR2244503,0.6505376344086021
FV_DSM_15829_genome,SRR13900360,0.6505376344086021
FV_DSM_15829_genome,SRR13167567,0.6505376344086021
FV_DSM_15829_genome,SRR17284128,0.6505376344086021
FV_DSM_15829_genome,SRR17635681,0.6505376344086021
FV_DSM_15829_genome,SRR14881761,0.6505376344086021
FV_DSM_15829_genome,SRR8845291,0.6505376344086021
FV_DSM_15829_genome,ERR4421603,0.6505376344086021
FV_DSM_15829_genome,SRR5273942,0.6505376344086021
FV_DSM_15829_genome,SRR17635677,0.6505376344086021
FV_PB189-T1-4_genome,SRR062096,0.6476868327402135
FV_PB189-T1-4_genome,SRR16916867,0.6476868327402135
FV_DSM_15829_genome,SRR6847340,0.6451612903225806
FV_DSM_15829_genome,SRR14370094,0.6451612903225806
FV_DSM_15829_genome,SRR5273977,0.6451612903225806
FV_DSM_15829_genome,SRR5420277,0.6451612903225806
FV_DSM_15829_genome,SRR8942350,0.6451612903225806
FV_DSM_15829_genome,SRR059321,0.6451612903225806
FV_DSM_15829_genome,SRR14764599,0.6451612903225806
FV_DSM_15829_genome,SRR17284133,0.6451612903225806
FV_DSM_15829_genome,SRR13924483,0.6451612903225806
FV_DSM_15829_genome,SRR5575601,0.6451612903225806
FV_DSM_15829_genome,SRR15744549,0.6451612903225806
FV_DSM_15829_genome,SRR513807,0.6451612903225806
FV_DSM_15829_genome,SRR17635665,0.6451612903225806
FV_DSM_15829_genome,SRR17284209,0.6451612903225806
FV_PB189-T1-4_genome,SRR17635678,0.6441281138790036
FV_PB189-T1-4_genome,SRR062097,0.6405693950177936
FV_PB189-T1-4_genome,SRR060038,0.6405693950177936
FV_PB189-T1-4_genome,SRR10258552,0.6405693950177936
FV_PB189-T1-4_genome,SRR062046,0.6405693950177936
FV_DSM_15829_genome,ERR2244547,0.6397849462365591
FV_DSM_15829_genome,SRR17635746,0.6397849462365591
FV_DSM_15829_genome,SRR17284203,0.6397849462365591
FV_DSM_15829_genome,SRR14881763,0.6397849462365591
FV_DSM_15829_genome,SRR5273968,0.6397849462365591
FV_DSM_15829_genome,SRR17635470,0.6397849462365591
FV_DSM_15829_genome,SRR12328938,0.6397849462365591
FV_DSM_15829_genome,SRR14370108,0.6397849462365591
FV_DSM_15829_genome,ERR2855935,0.6397849462365591
FV_DSM_15829_genome,SRR12018884,0.6397849462365591
FV_DSM_15829_genome,ERR9538446,0.6397849462365591
FV_PB189-T1-4_genome,SRR17635763,0.6370106761565836
FV_PB189-T1-4_genome,SRR17635681,0.6370106761565836
FV_PB189-T1-4_genome,SRR11749279,0.6370106761565836
FV_PB189-T1-4_genome,SRR17284335,0.6370106761565836
FV_DSM_15829_genome,SRR17635676,0.6344086021505376
FV_DSM_15829_genome,ERR3527918,0.6344086021505376
FV_DSM_15829_genome,SRR12018882,0.6344086021505376
FV_DSM_15829_genome,SRR17635786,0.6344086021505376
FV_DSM_15829_genome,SRR19071629,0.6344086021505376
FV_DSM_15829_genome,SRR13167682,0.6344086021505376
FV_DSM_15829_genome,SRR17635663,0.6344086021505376
FV_DSM_15829_genome,SRR18765406,0.6344086021505376
FV_DSM_15829_genome,SRR5535770,0.6344086021505376
FV_DSM_15829_genome,SRR17635500,0.6344086021505376
FV_PB189-T1-4_genome,SRR17635502,0.6334519572953736
FV_PB189-T1-4_genome,SRR18765404,0.6298932384341637
FV_PB189-T1-4_genome,SRR14764600,0.6298932384341637
FV_PB189-T1-4_genome,SRR17635674,0.6298932384341637
FV_DSM_15829_genome,SRR17635734,0.6290322580645161
FV_DSM_15829_genome,SRR14370127,0.6290322580645161
FV_DSM_15829_genome,SRR5535737,0.6290322580645161
FV_DSM_15829_genome,SRR12018881,0.6290322580645161
FV_DSM_15829_genome,SRR5535739,0.6290322580645161
FV_DSM_15829_genome,SRR7624250,0.6290322580645161
FV_DSM_15829_genome,SRR18765390,0.6290322580645161
FV_DSM_15829_genome,ERR7528883,0.6290322580645161
FV_DSM_15829_genome,SRR17284181,0.6290322580645161
FV_DSM_15829_genome,SRR11236216,0.6290322580645161
FV_DSM_15829_genome,SRR12018796,0.6290322580645161
FV_DSM_15829_genome,SRR11749282,0.6290322580645161
FV_DSM_15829_genome,SRR17635807,0.6290322580645161
FV_PB189-T1-4_genome,SRR18765396,0.6263345195729537
FV_PB189-T1-4_genome,ERR9535635,0.6263345195729537
FV_DSM_15829_genome,ERR6910991,0.6236559139784946
FV_DSM_15829_genome,ERR2014360,0.6236559139784946
FV_DSM_15829_genome,SRR6748215,0.6236559139784946
FV_DSM_15829_genome,ERR2014361,0.6236559139784946
FV_DSM_15829_genome,SRR17284323,0.6236559139784946
FV_DSM_15829_genome,SRR062045,0.6236559139784946
FV_DSM_15829_genome,SRR17635742,0.6236559139784946
FV_DSM_15829_genome,SRR14764592,0.6236559139784946
FV_DSM_15829_genome,SRR13167548,0.6236559139784946
FV_DSM_15829_genome,ERR9530663,0.6236559139784946
FV_DSM_15829_genome,SRR18765408,0.6236559139784946
FV_DSM_15829_genome,SRR17284230,0.6236559139784946
FV_DSM_15829_genome,SRR17539830,0.6236559139784946
FV_PB189-T1-4_genome,SRR059321,0.6227758007117438
FV_PB189-T1-4_genome,SRR16916855,0.6227758007117438
FV_PB189-T1-4_genome,SRR17635691,0.6192170818505338
FV_PB189-T1-4_genome,SRR17635797,0.6192170818505338
FV_PB189-T1-4_genome,ERR3500826,0.6192170818505338
FV_DSM_15829_genome,SRR8834030,0.6182795698924731
FV_DSM_15829_genome,SRR12477599,0.6182795698924731
FV_DSM_15829_genome,SRR16916859,0.6182795698924731
FV_DSM_15829_genome,SRR2566039,0.6182795698924731
FV_DSM_15829_genome,SRR12018872,0.6182795698924731
FV_DSM_15829_genome,SRR17635597,0.6182795698924731
FV_DSM_15829_genome,SRR17635557,0.6182795698924731
FV_DSM_15829_genome,SRR18765396,0.6182795698924731
FV_DSM_15829_genome,ERR9614437,0.6182795698924731
FV_DSM_15829_genome,SRR17635691,0.6182795698924731
FV_DSM_15829_genome,SRR12477538,0.6182795698924731
FV_DSM_15829_genome,SRR13167644,0.6182795698924731
FV_DSM_15829_genome,ERR9538713,0.6182795698924731
FV_DSM_15829_genome,SRR413676,0.6182795698924731
FV_PB189-T1-4_genome,SRR17635621,0.6156583629893239
FV_PB189-T1-4_genome,ERR9538876,0.6156583629893239
FV_PB189-T1-4_genome,SRR17635690,0.6156583629893239
FV_DSM_15829_genome,SRR12830928,0.6129032258064516
FV_DSM_15829_genome,SRR2565962,0.6129032258064516
FV_DSM_15829_genome,SRR13167729,0.6129032258064516
FV_DSM_15829_genome,SRR3187100,0.6129032258064516
FV_DSM_15829_genome,SRR514852,0.6129032258064516
FV_DSM_15829_genome,SRR13167546,0.6129032258064516
FV_DSM_15829_genome,SRR16916864,0.6129032258064516
FV_PB189-T1-4_genome,SRR059320,0.6120996441281139
FV_PB189-T1-4_genome,SRR17635694,0.6120996441281139
FV_PB189-T1-4_genome,ERR9530663,0.608540925266904
FV_PB189-T1-4_genome,SRR14764596,0.608540925266904
FV_PB189-T1-4_genome,SRR16916868,0.608540925266904
FV_PB189-T1-4_genome,SRR17635717,0.608540925266904
FV_DSM_15829_genome,SRR12830927,0.6075268817204301
FV_DSM_15829_genome,SRR949606,0.6075268817204301
FV_DSM_15829_genome,SRR13167558,0.6075268817204301
FV_DSM_15829_genome,SRR17635784,0.6075268817204301
FV_DSM_15829_genome,SRR17635559,0.6075268817204301
FV_DSM_15829_genome,SRR13167556,0.6075268817204301
FV_DSM_15829_genome,SRR11742806,0.6075268817204301
FV_DSM_15829_genome,SRR17635558,0.6075268817204301
FV_DSM_15829_genome,SRR1804172,0.6075268817204301
FV_DSM_15829_genome,SRR13167656,0.6075268817204301
FV_DSM_15829_genome,SRR5535736,0.6075268817204301
FV_DSM_15829_genome,SRR19071595,0.6075268817204301
FV_DSM_15829_genome,SRR14117792,0.6075268817204301
FV_DSM_15829_genome,ERR9538864,0.6075268817204301
FV_DSM_15829_genome,SRR8834033,0.6021505376344086
FV_DSM_15829_genome,SRR17284156,0.6021505376344086
FV_DSM_15829_genome,SRR17635504,0.6021505376344086
FV_DSM_15829_genome,SRR6847270,0.6021505376344086
FV_DSM_15829_genome,ERR3450712,0.6021505376344086
FV_DSM_15829_genome,SRR17284150,0.6021505376344086
FV_DSM_15829_genome,SRR13167730,0.6021505376344086
FV_DSM_15829_genome,SRR17635654,0.6021505376344086
FV_DSM_15829_genome,ERR9535635,0.6021505376344086
FV_DSM_15829_genome,SRR6847371,0.6021505376344086
FV_DSM_15829_genome,SRR17635686,0.6021505376344086
FV_DSM_15829_genome,ERR6053377,0.6021505376344086
FV_DSM_15829_genome,SRR17635710,0.6021505376344086
FV_PB189-T1-4_genome,SRR17635666,0.6014234875444839
FV_PB189-T1-4_genome,SRR17635648,0.597864768683274
FV_DSM_15829_genome,SRR3187098,0.5967741935483871
FV_DSM_15829_genome,SRR17635782,0.5967741935483871
FV_DSM_15829_genome,SRR059320,0.5967741935483871
FV_DSM_15829_genome,SRR17635555,0.5967741935483871
FV_DSM_15829_genome,SRR17635556,0.5967741935483871
FV_DSM_15829_genome,SRR17635719,0.5967741935483871
FV_DSM_15829_genome,SRR17635804,0.5967741935483871
FV_DSM_15829_genome,SRR13557648,0.5967741935483871
FV_DSM_15829_genome,SRR13167632,0.5967741935483871
FV_PB189-T1-4_genome,SRR17635519,0.594306049822064
FV_DSM_15829_genome,ERR7564261,0.5913978494623656
FV_DSM_15829_genome,ERR2014391,0.5913978494623656
FV_DSM_15829_genome,SRR2583977,0.5913978494623656
FV_DSM_15829_genome,SRR13167631,0.5913978494623656
FV_DSM_15829_genome,SRR14881750,0.5913978494623656
FV_DSM_15829_genome,SRR13061535,0.5913978494623656
FV_DSM_15829_genome,SRR6308234,0.5913978494623656
FV_DSM_15829_genome,SRR16916863,0.5913978494623656
FV_DSM_15829_genome,SRR17635744,0.5913978494623656
FV_DSM_15829_genome,ERR2014358,0.5913978494623656
FV_PB189-T1-4_genome,SRR533395,0.5907473309608541
FV_PB189-T1-4_genome,SRR12830911,0.5907473309608541
FV_PB189-T1-4_genome,SRR17635800,0.5871886120996441
FV_PB189-T1-4_genome,SRR17635518,0.5871886120996441
FV_DSM_15829_genome,SRR17284343,0.5860215053763441
FV_DSM_15829_genome,SRR2583965,0.5860215053763441
FV_DSM_15829_genome,ERR3500854,0.5860215053763441
FV_DSM_15829_genome,SRR13725945,0.5860215053763441
FV_DSM_15829_genome,SRR12234466,0.5860215053763441
FV_DSM_15829_genome,SRR12018891,0.5860215053763441
FV_DSM_15829_genome,SRR17284345,0.5860215053763441
FV_DSM_15829_genome,SRR14117793,0.5860215053763441
