Run,query,containment,ScientificName
SRR12830912,FV_DSM_15829_genome,0.5267175572519084,Homo sapiens
SRR12830913,FV_DSM_15829_genome,0.7175572519083969,Homo sapiens
SRR12830915,FV_DSM_15829_genome,0.5572519083969466,Homo sapiens
SRR12830922,FV_DSM_15829_genome,0.5725190839694656,Homo sapiens
SRR12830924,FV_DSM_15829_genome,0.7175572519083969,Homo sapiens
SRR12830926,FV_DSM_15829_genome,0.5954198473282443,Homo sapiens
SRR13004783,FV_DSM_15829_genome,0.5725190839694656,human gut metagenome
SRR13052611,FV_DSM_15829_genome,0.7480916030534351,Human papillomavirus
SRR13077826,FV_DSM_15829_genome,0.549618320610687,human gut metagenome
SRR13077828,FV_DSM_15829_genome,0.5114503816793893,human gut metagenome
SRR13167501,FV_DSM_15829_genome,0.5038167938931297,human vaginal metagenome
SRR13167511,FV_DSM_15829_genome,0.5267175572519084,human vaginal metagenome
SRR13167541,FV_DSM_15829_genome,0.5267175572519084,human vaginal metagenome
SRR13167546,FV_DSM_15829_genome,0.5114503816793893,human vaginal metagenome
SRR13167548,FV_DSM_15829_genome,0.5267175572519084,human vaginal metagenome
SRR13167562,FV_DSM_15829_genome,0.6641221374045801,human vaginal metagenome
SRR13167565,FV_DSM_15829_genome,0.6641221374045801,human vaginal metagenome
SRR13167567,FV_DSM_15829_genome,0.6564885496183206,human vaginal metagenome
SRR13167568,FV_DSM_15829_genome,0.5877862595419847,human vaginal metagenome
SRR13167604,FV_DSM_15829_genome,0.6030534351145038,human vaginal metagenome
SRR13167631,FV_DSM_15829_genome,0.5114503816793893,human vaginal metagenome
SRR13167643,FV_DSM_15829_genome,0.6259541984732825,human vaginal metagenome
SRR13167654,FV_DSM_15829_genome,0.6259541984732825,human vaginal metagenome
SRR13167655,FV_DSM_15829_genome,0.6259541984732825,human vaginal metagenome
SRR13167655,FV_PB189-T1-4_genome,0.5186567164179104,human vaginal metagenome
SRR13167656,FV_DSM_15829_genome,0.5267175572519084,human vaginal metagenome
SRR13167657,FV_DSM_15829_genome,0.6259541984732825,human vaginal metagenome
SRR13167675,FV_DSM_15829_genome,0.5038167938931297,human vaginal metagenome
SRR13167677,FV_DSM_15829_genome,0.5038167938931297,human vaginal metagenome
SRR13167682,FV_DSM_15829_genome,0.5877862595419847,human vaginal metagenome
SRR13167696,FV_DSM_15829_genome,0.5190839694656488,human vaginal metagenome
SRR13167697,FV_DSM_15829_genome,0.6183206106870229,human vaginal metagenome
SRR13167721,FV_DSM_15829_genome,0.6259541984732825,human vaginal metagenome
SRR13900346,FV_DSM_15829_genome,0.5343511450381679,human vaginal metagenome
SRR13924483,FV_DSM_15829_genome,0.6030534351145038,human gut metagenome
SRR14198834,FV_DSM_15829_genome,0.6106870229007634,skin metagenome
SRR14198836,FV_DSM_15829_genome,0.6030534351145038,skin metagenome
SRR14370091,FV_DSM_15829_genome,0.5038167938931297,vaginal metagenome
SRR14370092,FV_DSM_15829_genome,0.5190839694656488,vaginal metagenome
SRR14370094,FV_DSM_15829_genome,0.549618320610687,vaginal metagenome
SRR14370107,FV_DSM_15829_genome,0.5725190839694656,vaginal metagenome
SRR14764590,FV_DSM_15829_genome,0.5954198473282443,vaginal metagenome
SRR14764598,FV_DSM_15829_genome,0.6106870229007634,vaginal metagenome
SRR14764600,FV_DSM_15829_genome,0.5725190839694656,vaginal metagenome
SRR14764600,FV_PB189-T1-4_genome,0.5149253731343284,vaginal metagenome
SRR14764601,FV_DSM_15829_genome,0.6335877862595419,vaginal metagenome
SRR14764602,FV_DSM_15829_genome,0.648854961832061,vaginal metagenome
SRR14764604,FV_DSM_15829_genome,0.5648854961832062,vaginal metagenome
SRR14764606,FV_DSM_15829_genome,0.5419847328244275,vaginal metagenome
SRR14764608,FV_DSM_15829_genome,0.5190839694656488,vaginal metagenome
SRR14764609,FV_DSM_15829_genome,0.5267175572519084,vaginal metagenome
SRR14881755,FV_DSM_15829_genome,0.6793893129770993,human gut metagenome
SRR14881761,FV_DSM_15829_genome,0.5038167938931297,human gut metagenome
SRR14881809,FV_DSM_15829_genome,0.6793893129770993,human gut metagenome
SRR15744549,FV_DSM_15829_genome,0.5725190839694656,urinary tract metagenome
SRR16916503,FV_DSM_15829_genome,0.5038167938931297,hydrothermal vent metagenome
SRR16916848,FV_DSM_15829_genome,0.7175572519083969,human metagenome
SRR16916853,FV_DSM_15829_genome,0.8549618320610687,human metagenome
SRR16916855,FV_DSM_15829_genome,0.6030534351145038,human metagenome
SRR16916855,FV_PB189-T1-4_genome,0.5111940298507462,human metagenome
SRR16916856,FV_DSM_15829_genome,0.6793893129770993,human metagenome
SRR16916857,FV_DSM_15829_genome,0.6335877862595419,human metagenome
SRR16916860,FV_DSM_15829_genome,0.5038167938931297,human metagenome
SRR16916860,FV_PB189-T1-4_genome,0.5298507462686567,human metagenome
SRR16916861,FV_DSM_15829_genome,0.7786259541984732,human metagenome
SRR16916862,FV_DSM_15829_genome,0.8320610687022901,human metagenome
SRR16916863,FV_DSM_15829_genome,0.5419847328244275,human metagenome
SRR16916865,FV_DSM_15829_genome,0.7557251908396947,human metagenome
SRR16916865,FV_PB189-T1-4_genome,0.667910447761194,human metagenome
SRR16916866,FV_DSM_15829_genome,0.732824427480916,human metagenome
SRR16916867,FV_PB189-T1-4_genome,0.5149253731343284,human metagenome
SRR16916868,FV_DSM_15829_genome,0.6946564885496184,human metagenome
SRR16916872,FV_DSM_15829_genome,0.5725190839694656,human metagenome
SRR16916874,FV_DSM_15829_genome,0.5954198473282443,human metagenome
SRR16916874,FV_PB189-T1-4_genome,0.7425373134328358,human metagenome
SRR16916875,FV_DSM_15829_genome,0.648854961832061,human metagenome
SRR16916875,FV_PB189-T1-4_genome,0.5373134328358209,human metagenome
SRR16916876,FV_PB189-T1-4_genome,0.5149253731343284,human metagenome
SRR16916879,FV_DSM_15829_genome,0.5801526717557252,human metagenome
SRR16916881,FV_DSM_15829_genome,0.5801526717557252,human metagenome
SRR16916889,FV_DSM_15829_genome,0.549618320610687,human metagenome
SRR16916890,FV_DSM_15829_genome,0.5725190839694656,human metagenome
SRR16916891,FV_DSM_15829_genome,0.648854961832061,human metagenome
SRR17284123,FV_DSM_15829_genome,0.5648854961832062,human metagenome
SRR17284128,FV_DSM_15829_genome,0.5725190839694656,human metagenome
SRR17284133,FV_DSM_15829_genome,0.5419847328244275,human metagenome
SRR17284139,FV_DSM_15829_genome,0.5190839694656488,human metagenome
SRR17284153,FV_DSM_15829_genome,0.5419847328244275,human metagenome
SRR17284158,FV_DSM_15829_genome,0.6564885496183206,human metagenome
SRR17284162,FV_DSM_15829_genome,0.6335877862595419,human metagenome
SRR17284181,FV_DSM_15829_genome,0.5572519083969466,human metagenome
SRR17284183,FV_DSM_15829_genome,0.6564885496183206,human metagenome
SRR17284214,FV_DSM_15829_genome,0.648854961832061,human metagenome
SRR17284230,FV_DSM_15829_genome,0.5038167938931297,human metagenome
SRR17284236,FV_DSM_15829_genome,0.648854961832061,human metagenome
SRR17284245,FV_DSM_15829_genome,0.5954198473282443,human metagenome
SRR17284246,FV_DSM_15829_genome,0.6106870229007634,human metagenome
SRR17284262,FV_PB189-T1-4_genome,0.503731343283582,human metagenome
SRR17284318,FV_DSM_15829_genome,0.6183206106870229,human metagenome
SRR17284323,FV_DSM_15829_genome,0.5572519083969466,human metagenome
SRR17284333,FV_DSM_15829_genome,0.5343511450381679,human metagenome
SRR17284336,FV_DSM_15829_genome,0.6412213740458015,human metagenome
SRR17284346,FV_DSM_15829_genome,0.5801526717557252,human metagenome
SRR17284417,FV_DSM_15829_genome,0.6259541984732825,human metagenome
SRR17546331,FV_DSM_15829_genome,0.6106870229007634,human skin metagenome
SRR17546332,FV_DSM_15829_genome,0.5877862595419847,human skin metagenome
SRR17635466,FV_DSM_15829_genome,0.5954198473282443,human vaginal metagenome
SRR17635466,FV_PB189-T1-4_genome,0.585820895522388,human vaginal metagenome
SRR17635467,FV_DSM_15829_genome,0.5572519083969466,human vaginal metagenome
SRR17635467,FV_PB189-T1-4_genome,0.5597014925373134,human vaginal metagenome
SRR17635469,FV_DSM_15829_genome,0.5572519083969466,human vaginal metagenome
SRR17635469,FV_PB189-T1-4_genome,0.5485074626865671,human vaginal metagenome
SRR17635470,FV_DSM_15829_genome,0.5267175572519084,human vaginal metagenome
SRR17635471,FV_PB189-T1-4_genome,0.6417910447761194,human vaginal metagenome
SRR17635472,FV_PB189-T1-4_genome,0.6268656716417911,human vaginal metagenome
SRR17635474,FV_PB189-T1-4_genome,0.6007462686567164,human vaginal metagenome
SRR17635475,FV_DSM_15829_genome,0.7633587786259542,human vaginal metagenome
SRR17635477,FV_DSM_15829_genome,0.6564885496183206,human vaginal metagenome
SRR17635478,FV_DSM_15829_genome,0.5725190839694656,human vaginal metagenome
SRR17635479,FV_DSM_15829_genome,0.7709923664122137,human vaginal metagenome
SRR17635480,FV_DSM_15829_genome,0.6564885496183206,human vaginal metagenome
SRR17635503,FV_PB189-T1-4_genome,0.5597014925373134,human vaginal metagenome
SRR17635504,FV_PB189-T1-4_genome,0.5597014925373134,human vaginal metagenome
SRR17635514,FV_DSM_15829_genome,0.648854961832061,human vaginal metagenome
SRR17635514,FV_PB189-T1-4_genome,0.5970149253731343,human vaginal metagenome
SRR17635515,FV_DSM_15829_genome,0.7251908396946565,human vaginal metagenome
SRR17635515,FV_PB189-T1-4_genome,0.5932835820895522,human vaginal metagenome
SRR17635518,FV_PB189-T1-4_genome,0.5074626865671642,human vaginal metagenome
SRR17635519,FV_DSM_15829_genome,0.5267175572519084,human vaginal metagenome
SRR17635525,FV_DSM_15829_genome,0.6717557251908397,human vaginal metagenome
SRR17635526,FV_DSM_15829_genome,0.6106870229007634,human vaginal metagenome
SRR17635596,FV_DSM_15829_genome,0.7404580152671756,human vaginal metagenome
SRR17635596,FV_PB189-T1-4_genome,0.5522388059701493,human vaginal metagenome
SRR17635597,FV_PB189-T1-4_genome,0.5410447761194029,human vaginal metagenome
SRR17635605,FV_PB189-T1-4_genome,0.6828358208955224,human vaginal metagenome
SRR17635624,FV_DSM_15829_genome,0.5954198473282443,human vaginal metagenome
SRR17635624,FV_PB189-T1-4_genome,0.6455223880597015,human vaginal metagenome
SRR17635629,FV_DSM_15829_genome,0.732824427480916,human vaginal metagenome
SRR17635629,FV_PB189-T1-4_genome,0.5111940298507462,human vaginal metagenome
SRR17635630,FV_DSM_15829_genome,0.6946564885496184,human vaginal metagenome
SRR17635649,FV_PB189-T1-4_genome,0.5335820895522388,human vaginal metagenome
SRR17635654,FV_PB189-T1-4_genome,0.6007462686567164,human vaginal metagenome
SRR17635658,FV_DSM_15829_genome,0.732824427480916,human vaginal metagenome
SRR17635658,FV_PB189-T1-4_genome,0.6343283582089553,human vaginal metagenome
SRR17635659,FV_DSM_15829_genome,0.7022900763358778,human vaginal metagenome
SRR17635659,FV_PB189-T1-4_genome,0.6231343283582089,human vaginal metagenome
SRR17635660,FV_DSM_15829_genome,0.5572519083969466,human vaginal metagenome
SRR17635660,FV_PB189-T1-4_genome,0.6156716417910447,human vaginal metagenome
SRR17635661,FV_DSM_15829_genome,0.5190839694656488,human vaginal metagenome
SRR17635663,FV_DSM_15829_genome,0.6259541984732825,human vaginal metagenome
SRR17635665,FV_DSM_15829_genome,0.6106870229007634,human vaginal metagenome
SRR17635674,FV_PB189-T1-4_genome,0.5485074626865671,human vaginal metagenome
SRR17635676,FV_DSM_15829_genome,0.5343511450381679,human vaginal metagenome
SRR17635677,FV_DSM_15829_genome,0.5038167938931297,human vaginal metagenome
SRR17635678,FV_PB189-T1-4_genome,0.5634328358208955,human vaginal metagenome
SRR17635679,FV_DSM_15829_genome,0.5954198473282443,human vaginal metagenome
SRR17635679,FV_PB189-T1-4_genome,0.6567164179104478,human vaginal metagenome
SRR17635680,FV_DSM_15829_genome,0.5801526717557252,human vaginal metagenome
SRR17635680,FV_PB189-T1-4_genome,0.667910447761194,human vaginal metagenome
SRR17635681,FV_DSM_15829_genome,0.5801526717557252,human vaginal metagenome
SRR17635682,FV_DSM_15829_genome,0.6106870229007634,human vaginal metagenome
SRR17635682,FV_PB189-T1-4_genome,0.667910447761194,human vaginal metagenome
SRR17635683,FV_DSM_15829_genome,0.6564885496183206,human vaginal metagenome
SRR17635683,FV_PB189-T1-4_genome,0.6753731343283582,human vaginal metagenome
SRR17635685,FV_DSM_15829_genome,0.732824427480916,human vaginal metagenome
SRR17635687,FV_DSM_15829_genome,0.7557251908396947,human vaginal metagenome
SRR17635689,FV_DSM_15829_genome,0.7786259541984732,human vaginal metagenome
SRR17635696,FV_DSM_15829_genome,0.648854961832061,human vaginal metagenome
SRR17635697,FV_DSM_15829_genome,0.7786259541984732,human vaginal metagenome
SRR17635697,FV_PB189-T1-4_genome,0.7425373134328358,human vaginal metagenome
SRR17635698,FV_DSM_15829_genome,0.7557251908396947,human vaginal metagenome
SRR17635698,FV_PB189-T1-4_genome,0.6977611940298507,human vaginal metagenome
SRR17635710,FV_DSM_15829_genome,0.5877862595419847,human vaginal metagenome
SRR17635712,FV_DSM_15829_genome,0.6335877862595419,human vaginal metagenome
SRR17635716,FV_PB189-T1-4_genome,0.6305970149253731,human vaginal metagenome
SRR17635717,FV_DSM_15829_genome,0.5725190839694656,human vaginal metagenome
SRR17635719,FV_DSM_15829_genome,0.5267175572519084,human vaginal metagenome
SRR17635719,FV_PB189-T1-4_genome,0.7164179104477612,human vaginal metagenome
SRR17635734,FV_DSM_15829_genome,0.5190839694656488,human vaginal metagenome
SRR17635737,FV_DSM_15829_genome,0.8625954198473282,human vaginal metagenome
SRR17635738,FV_DSM_15829_genome,0.8473282442748091,human vaginal metagenome
SRR17635739,FV_DSM_15829_genome,0.7480916030534351,human vaginal metagenome
SRR17635740,FV_DSM_15829_genome,0.8244274809160306,human vaginal metagenome
SRR17635741,FV_DSM_15829_genome,0.816793893129771,human vaginal metagenome
SRR17635763,FV_DSM_15829_genome,0.6793893129770993,human vaginal metagenome
SRR17635763,FV_PB189-T1-4_genome,0.5223880597014925,human vaginal metagenome
SRR17635764,FV_PB189-T1-4_genome,0.7164179104477612,human vaginal metagenome
SRR17635767,FV_DSM_15829_genome,0.5572519083969466,human vaginal metagenome
SRR17635774,FV_DSM_15829_genome,0.6259541984732825,human vaginal metagenome
SRR17635775,FV_DSM_15829_genome,0.5648854961832062,human vaginal metagenome
SRR17635783,FV_DSM_15829_genome,0.6412213740458015,human vaginal metagenome
SRR17635786,FV_DSM_15829_genome,0.5267175572519084,human vaginal metagenome
SRR17635798,FV_PB189-T1-4_genome,0.5261194029850746,human vaginal metagenome
SRR17635799,FV_PB189-T1-4_genome,0.5261194029850746,human vaginal metagenome
SRR17635807,FV_PB189-T1-4_genome,0.6119402985074627,human vaginal metagenome
SRR2566039,FV_DSM_15829_genome,0.5038167938931297,human gut metagenome
SRR3187100,FV_DSM_15829_genome,0.5267175572519084,human skin metagenome
SRR413676,FV_DSM_15829_genome,0.5038167938931297,human gut metagenome
SRR513147,FV_DSM_15829_genome,0.6564885496183206,human metagenome
SRR513452,FV_DSM_15829_genome,0.8091603053435115,human metagenome
SRR513452,FV_PB189-T1-4_genome,0.6044776119402985,human metagenome
SRR513807,FV_DSM_15829_genome,0.5343511450381679,human metagenome
SRR5256705,FV_DSM_15829_genome,0.6717557251908397,money metagenome
SRR5273942,FV_DSM_15829_genome,0.5190839694656488,human metagenome
SRR5273951,FV_DSM_15829_genome,0.6183206106870229,human metagenome
SRR5273952,FV_DSM_15829_genome,0.5114503816793893,human metagenome
SRR5273964,FV_DSM_15829_genome,0.5419847328244275,human metagenome
SRR5273968,FV_DSM_15829_genome,0.549618320610687,human metagenome
SRR5273969,FV_DSM_15829_genome,0.6106870229007634,human metagenome
SRR5273977,FV_DSM_15829_genome,0.5343511450381679,human metagenome
SRR527900,FV_DSM_15829_genome,0.549618320610687,human metagenome
SRR527929,FV_DSM_15829_genome,0.5801526717557252,human metagenome
SRR527997,FV_DSM_15829_genome,0.5572519083969466,human metagenome
SRR528057,FV_DSM_15829_genome,0.5801526717557252,human metagenome
SRR528111,FV_DSM_15829_genome,0.5648854961832062,human metagenome
SRR528184,FV_DSM_15829_genome,0.5877862595419847,human metagenome
SRR528229,FV_DSM_15829_genome,0.5648854961832062,human metagenome
SRR528260,FV_DSM_15829_genome,0.549618320610687,human metagenome
SRR528352,FV_DSM_15829_genome,0.5648854961832062,human metagenome
SRR528394,FV_DSM_15829_genome,0.5648854961832062,human metagenome
SRR528448,FV_DSM_15829_genome,0.5801526717557252,human metagenome
SRR528486,FV_DSM_15829_genome,0.549618320610687,human metagenome
SRR528519,FV_DSM_15829_genome,0.5725190839694656,human metagenome
SRR532118,FV_DSM_15829_genome,0.5801526717557252,human metagenome
SRR532124,FV_DSM_15829_genome,0.5801526717557252,human metagenome
SRR532133,FV_DSM_15829_genome,0.5877862595419847,human metagenome
SRR532134,FV_DSM_15829_genome,0.5419847328244275,human metagenome
SRR532257,FV_DSM_15829_genome,0.5954198473282443,human metagenome
SRR532258,FV_DSM_15829_genome,0.6030534351145038,human metagenome
SRR532259,FV_DSM_15829_genome,0.5725190839694656,human metagenome
SRR532260,FV_DSM_15829_genome,0.5648854961832062,human metagenome
SRR532263,FV_DSM_15829_genome,0.5419847328244275,human metagenome
SRR532268,FV_DSM_15829_genome,0.5648854961832062,human metagenome
SRR532270,FV_DSM_15829_genome,0.5801526717557252,human metagenome
SRR532578,FV_DSM_15829_genome,0.6030534351145038,human metagenome
SRR532581,FV_DSM_15829_genome,0.5725190839694656,human metagenome
SRR532587,FV_DSM_15829_genome,0.6030534351145038,human metagenome
SRR532598,FV_DSM_15829_genome,0.6183206106870229,human metagenome
SRR532600,FV_DSM_15829_genome,0.5877862595419847,human metagenome
SRR532924,FV_DSM_15829_genome,0.5877862595419847,human metagenome
SRR532928,FV_DSM_15829_genome,0.5954198473282443,human metagenome
SRR532941,FV_DSM_15829_genome,0.5572519083969466,human metagenome
SRR537812,FV_DSM_15829_genome,0.5954198473282443,human metagenome
SRR537839,FV_DSM_15829_genome,0.5801526717557252,human metagenome
SRR538191,FV_DSM_15829_genome,0.5877862595419847,human metagenome
SRR539420,FV_DSM_15829_genome,0.549618320610687,human metagenome
SRR539760,FV_DSM_15829_genome,0.5877862595419847,human metagenome
SRR539778,FV_DSM_15829_genome,0.5801526717557252,human metagenome
SRR539783,FV_DSM_15829_genome,0.5725190839694656,human metagenome
SRR540975,FV_DSM_15829_genome,0.6106870229007634,human metagenome
SRR540980,FV_DSM_15829_genome,0.5877862595419847,human metagenome
SRR540983,FV_DSM_15829_genome,0.5801526717557252,human metagenome
SRR540985,FV_DSM_15829_genome,0.5572519083969466,human metagenome
SRR5420277,FV_DSM_15829_genome,0.5343511450381679,indoor metagenome
SRR545382,FV_DSM_15829_genome,0.5954198473282443,human metagenome
SRR545389,FV_DSM_15829_genome,0.5877862595419847,human metagenome
SRR545393,FV_DSM_15829_genome,0.5648854961832062,human metagenome
SRR545403,FV_DSM_15829_genome,0.5725190839694656,human metagenome
SRR545407,FV_DSM_15829_genome,0.5801526717557252,human metagenome
SRR549677,FV_DSM_15829_genome,0.5648854961832062,human metagenome
SRR549687,FV_DSM_15829_genome,0.5801526717557252,human metagenome
SRR549703,FV_DSM_15829_genome,0.5801526717557252,human metagenome
SRR5535761,FV_DSM_15829_genome,0.6946564885496184,urine metagenome
SRR5535767,FV_DSM_15829_genome,0.6870229007633588,urine metagenome
SRR628257,FV_DSM_15829_genome,0.5801526717557252,human metagenome
SRR628264,FV_DSM_15829_genome,0.7633587786259542,human metagenome
SRR6747967,FV_DSM_15829_genome,0.6870229007633588,human vaginal metagenome
SRR6747972,FV_DSM_15829_genome,0.5190839694656488,human vaginal metagenome
SRR6748000,FV_DSM_15829_genome,0.6717557251908397,human vaginal metagenome
SRR6748171,FV_DSM_15829_genome,0.5114503816793893,human vaginal metagenome
SRR6748172,FV_DSM_15829_genome,0.5114503816793893,human vaginal metagenome
SRR6748215,FV_DSM_15829_genome,0.5725190839694656,human vaginal metagenome
SRR7624250,FV_DSM_15829_genome,0.5114503816793893,human gut metagenome
SRR8834030,FV_DSM_15829_genome,0.5038167938931297,human lung metagenome
SRR8834033,FV_DSM_15829_genome,0.5038167938931297,human lung metagenome
SRR8834093,FV_DSM_15829_genome,0.6335877862595419,human lung metagenome
SRR8845291,FV_DSM_15829_genome,0.549618320610687,human gut metagenome
SRR8942349,FV_DSM_15829_genome,0.5877862595419847,human metagenome
SRR8942350,FV_DSM_15829_genome,0.5725190839694656,human metagenome
SRR949606,FV_DSM_15829_genome,0.5038167938931297,human metagenome
